Retail Pharmacy Partner Name,Address 1,City,County,State,Zip Code,Vaccine,Date,Doses,Georeferenced Latitude & Longitude
Walgreens Store #07224,119 E Dekalb Pike,King Of Prussia,Montgomery,PA,19406,Moderna Vaccine,10/26/2021,140,POINT (-75.36214 40.094837)
Rite Aid 00926,1440 East High Street,Waynesburg,Greene,PA,15370,Moderna Vaccine,10/26/2021,280,POINT (-80.168595 39.896135)
Rite Aid 02277,1799 Third Street,Beaver,Beaver,PA,15009,Pfizer Vaccine,10/26/2021,1170,
Rite Aid 01685,801 Wyoming Avenue Ste 9,West Pittston,Luzerne,PA,18643,Janssen Vaccine,10/26/2021,100,POINT (-75.806409 41.325612)
Rite Aid 03571,103 West Allegheny Road,Imperial,Allegheny,PA,15126,Janssen Vaccine,10/26/2021,100,POINT (-80.238823 40.442274)
Rite Aid 11081,556 Union Street,Luzerne,Luzerne,PA,18709,Moderna Vaccine,10/26/2021,140,POINT (-75.897116 41.283352)
Rite Aid 11047,7719 Main Street,Fogelsville,Lehigh,PA,18051,Moderna Vaccine,10/26/2021,140,POINT (-75.627987 40.584216)
Rite Aid 10999,100 South Third Street,Conneaut Lake,Crawford,PA,16316,Moderna Vaccine,10/26/2021,280,POINT (-80.304377 41.602976)
Walmart Pharmacy #2278,1825 Downs Dr,Erie,Erie,PA,16509,Pfizer Vaccine,10/26/2021,1170,POINT (-80.081696 42.052639)
Rite Aid 00245,2 Cumberland Street,Lebanon,Lebanon,PA,17042,Moderna Vaccine,10/26/2021,280,POINT (-76.412203 40.340364)
Walgreens Store #10786,100 Cavasina Dr,Canonsburg,Washington,PA,15317,Moderna Vaccine,10/26/2021,140,POINT (-80.174424 40.262552)
Rite Aid 10964,200 Memorial Blvd.,Connellsville,Fayette,PA,15425,Moderna Vaccine,10/26/2021,280,POINT (-79.594845 40.023579)
Rite Aid 11110,96 North Flowers Mill Road,Langhorne,Bucks,PA,19047,Moderna Vaccine,10/26/2021,280,POINT (-74.907517 40.180029)
Rite Aid 10962,575 Morgantown Rd,Uniontown,Fayette,PA,15401,Pfizer Vaccine,10/26/2021,1170,POINT (-79.73588 39.884464)
Rite Aid 07853,901 S Saint Marys Street,Saint Marys,Elk,PA,15857,Janssen Vaccine,10/26/2021,200,POINT (-78.560618 41.408245)
Giant Eagle Inc.,40 White St,Brookville,Jefferson,PA,15825,Janssen Vaccine,10/26/2021,100,POINT (-79.08416 41.159774)
Tops Markets Llc And Tops Pt Llc,74 Market St,Warren,Warren,PA,16365,Moderna Vaccine,10/26/2021,140,POINT (-79.144779 41.84288)
Rite Aid 00264,375 Philadelphia Street,Indiana,Indiana,PA,15701,Janssen Vaccine,10/26/2021,100,POINT (-79.145037 40.622848)
Rite Aid 11025,65 Newberry Parkway,Etters,York,PA,17319,Janssen Vaccine,10/26/2021,100,POINT (-76.805528 40.159826)
Rite Aid 10966,314 East Pittsburgh Street,Greensburg,Westmoreland,PA,15601,Janssen Vaccine,10/26/2021,100,POINT (-79.537451 40.303329)
Rite Aid 00213,2715 Parade Street,Erie,Erie,PA,16504,Moderna Vaccine,10/26/2021,280,POINT (-80.064121 42.113827)
Rite Aid 10955,1804 Golden Mile Highway,Pittsburgh,Allegheny,PA,15239,Moderna Vaccine,10/26/2021,280,POINT (-79.713871 40.446355)
Professional Pharmacy Solutions,3124 Wilmington Rd,New Castle,Lawrence,PA,16105,Moderna Vaccine,10/26/2021,100,POINT (-80.356731 41.048431)
Rite Aid 11162,1856 North Broad Street,Lansdale,Montgomery,PA,19446,Pfizer Vaccine,10/26/2021,1170,POINT (-75.265716 40.258278)
Rite Aid 11063,228 Main Street,Stroudsburg,Monroe,PA,18360,Janssen Vaccine,10/26/2021,200,POINT (-75.188213 40.989463)
Walgreens Store #10520,3727 Peach St,Erie,Erie,PA,16508,Janssen Vaccine,10/26/2021,100,POINT (-80.081436 42.097444)
Rite Aid 11037,760 Broad Street,Montoursville,Lycoming,PA,17754,Janssen Vaccine,10/26/2021,100,POINT (-76.915511 41.248163)
Rite Aid 11101,705 W Lancaster Avenue,Bryn Mawr,Delaware,PA,19010,Moderna Vaccine,10/26/2021,280,POINT (-75.313972 40.019339)
Giant Eagle Inc.,1671 Butler Plank Road,Glenshaw,Allegheny,PA,15116,Janssen Vaccine,10/26/2021,100,POINT (-79.963497 40.537468)
Cvs Store #05097,110 East Central Avenue,Titusville,Crawford,PA,16354,Moderna Vaccine,10/26/2021,140,POINT (-79.67327 41.627106)
Rite Aid 00873,500 N Claude A Lord Blvd,Pottsville,Schuylkill,PA,17901,Janssen Vaccine,10/26/2021,100,POINT (-76.188135 40.697197)
Walgreens Store #10837,379 North St,Meadville,Crawford,PA,16335,Moderna Vaccine,10/26/2021,280,POINT (-80.147577 41.640319)
Rite Aid 01975,4810 Penn Avenue,Sinking Spring,Berks,PA,19608,Moderna Vaccine,10/26/2021,280,POINT (-76.049423 40.326863)
Costco Pharmacy # 1081,14 W Lightcap Road,Pottstown,Montgomery,PA,19464,Moderna Vaccine,10/26/2021,140,POINT (-75.578296 40.239416)
Giant Eagle Inc.,1606 North Center Avenue,Somerset,Somerset,PA,15501,Janssen Vaccine,10/26/2021,100,POINT (-79.075239 40.036589)
Rite Aid 10928,623-625 East Ohio Street,Pittsburgh,Allegheny,PA,15212,Moderna Vaccine,10/26/2021,280,POINT (-79.998374 40.453862)
Rite Aid 11165,200 Kimberton Road,Phoenixville,Chester,PA,19460,Moderna Vaccine,10/26/2021,280,POINT (-75.535501 40.131689)
Sav-on Pharmacy,700 Lancaster Ave,Wayne,Chester,PA,19087,Janssen Vaccine,10/26/2021,100,POINT (-75.407993 40.047098)
Rite Aid 00268,5504 Walnut Street,Pittsburgh,Allegheny,PA,15232,Moderna Vaccine,10/26/2021,140,POINT (-79.933563 40.45126)
Rite Aid 02797,1401 West Cheltenham Avenue,Melrose Park,Montgomery,PA,19027,Moderna Vaccine,10/26/2021,280,POINT (-75.13991 40.063643)
Rite Aid 11014,1536 North Atherton Street,State College,Centre,PA,16803,Moderna Vaccine,10/26/2021,280,POINT (-77.891287 40.807163)
Rite Aid 10922,200 Crafton Ingram Shp Ctr,Pittsburgh,Allegheny,PA,15205,Moderna Vaccine,10/26/2021,280,POINT (-80.070081 40.441704)
Rite Aid 11068,609 Luzerne Street,Scranton,Lackawanna,PA,18504,Moderna Vaccine,10/26/2021,280,POINT (-75.67829 41.405338)
University Pharmacy,103 University Place,Pittsburgh,Allegheny,PA,15260,Moderna Vaccine,10/26/2021,280,POINT (-79.95577 40.443842)
Weis Markets Inc,431 Dublin Pike,Perkasie,Bucks,PA,18944,Janssen Vaccine,10/26/2021,100,POINT (-75.252067 40.402447)
Rite Aid 02375,925 West Erie Plaza,Erie,Erie,PA,16505,Pfizer Vaccine,10/26/2021,1170,POINT (-80.133087 42.107341)
Rite Aid 01699,9141 Ridge Road,Girard,Erie,PA,16417,Moderna Vaccine,10/26/2021,140,POINT (-80.302684 42.009526)
Rite Aid 11068,609 Luzerne Street,Scranton,Lackawanna,PA,18504,Janssen Vaccine,10/26/2021,100,POINT (-75.67829 41.405338)
Rite Aid 02545,1001 Jefferson Avenue,Washington,Washington,PA,15301,Pfizer Vaccine,10/26/2021,1170,POINT (-80.264616 40.182611)
Rite Aid 03400,420 North 3rd Street,Womelsdorf,Berks,PA,19567,Moderna Vaccine,10/26/2021,280,POINT (-76.188756 40.371154)
Rite Aid 03495,820 Main Street,Royersford,Montgomery,PA,19468,Moderna Vaccine,10/26/2021,280,POINT (-75.532033 40.191076)
Rite Aid 01355,504 Marion Ln,Brodheadsville,Monroe,PA,18322,Pfizer Vaccine,10/26/2021,1170,POINT (-75.399825 40.924358)
Cvs Store #01921,1310 York Rd.,Gettysburg,Adams,PA,17325,Pfizer Vaccine,10/26/2021,1170,POINT (-77.200296 39.844518)
Rite Aid 03611,455-k North Enola Road,Enola,Cumberland,PA,17025,Moderna Vaccine,10/26/2021,140,POINT (-76.927421 40.300549)
Rite Aid 11034,2600 Willow Street Pike N,Willow Street,Lancaster,PA,17584,Moderna Vaccine,10/26/2021,280,POINT (-76.27983 39.984716)
Giant Eagle Inc.,4007 Washington Rd.,Canonsburg,Washington,PA,15317,Janssen Vaccine,10/26/2021,100,POINT (-80.128156 40.270513)
Rite Aid 10930,3700 Forbes Avenue,Pittsburgh,Allegheny,PA,15213,Moderna Vaccine,10/26/2021,140,POINT (-79.95755 40.44114)
Cvs Store #01583,1 North Main Street,Shickshinny,Luzerne,PA,18655,Moderna Vaccine,10/26/2021,140,POINT (-76.150043 41.15335)
Cvs Store #06042,3210 Carlisle Rd,Dover,York,PA,17315,Moderna Vaccine,10/26/2021,140,POINT (-76.825147 39.984294)
Rite Aid 11025,65 Newberry Parkway,Etters,York,PA,17319,Moderna Vaccine,10/26/2021,280,POINT (-76.805528 40.159826)
Walmart Pharmacy #2502,100 Colony Ln,Latrobe,Westmoreland,PA,15650,Moderna Vaccine,10/26/2021,140,POINT (-79.384203 40.28426)
Rite Aid 07827,1080 S West End Blvd,Quakertown,Bucks,PA,18951,Moderna Vaccine,10/26/2021,140,POINT (-75.344234 40.41773)
Walmart Pharmacy #2340,890 E Main St,Ephrata,Lancaster,PA,17522,Moderna Vaccine,10/26/2021,140,POINT (-76.154265 40.164218)
Weis Markets Inc,1204 Millersville Pike,Lancaster,Lancaster,PA,17603,Janssen Vaccine,10/26/2021,100,POINT (-76.326384 40.027676)
Cvs Store #01650,130 Hockersville Road,Hershey,Dauphin,PA,17033,Pfizer Vaccine,10/26/2021,1170,POINT (-76.663587 40.277815)
Rite Aid 01640,910 West Broadway,Red Lion,York,PA,17356,Moderna Vaccine,10/26/2021,280,POINT (-76.621664 39.896567)
Weis Markets Inc,61 Kings Plaza,Oley,Berks,PA,19547,Moderna Vaccine,10/26/2021,140,POINT (-75.79343 40.38748)
Cvs Store #17563,3835 Dryland Way,Easton,Northampton,PA,18045,Moderna Vaccine,10/26/2021,140,POINT (-75.286806 40.713641)
Walmart Pharmacy #5200,2030 Fruitville Pike,Lancaster,Lancaster,PA,17601,Moderna Vaccine,10/26/2021,140,POINT (-76.324515 40.076076)
Rite Aid 00507,10 S Centre St,Pottsville,Schuylkill,PA,17901,Moderna Vaccine,10/26/2021,280,POINT (-76.194863 40.684784)
Heartland Pennsylvania #48330,7010 Snowdrift Road,Allentown,Lehigh,PA,18106,Moderna Vaccine,10/26/2021,280,POINT (-75.610725 40.586998)
Costco Pharmacy # 1103,100 Veterans Way,Warminster,Bucks,PA,18974,Janssen Vaccine,10/26/2021,100,POINT (-75.078638 40.198431)
Cvs Store #02678,1111 Peninsula Dr.,Erie,Erie,PA,16505,Moderna Vaccine,10/26/2021,280,POINT (-80.146055 42.100611)
Rite Aid 10919,4534 Broadway Blvd.,Monroeville,Allegheny,PA,15146,Moderna Vaccine,10/26/2021,280,POINT (-79.76592 40.389886)
Rite Aid 11154,13 East Gay Street,West Chester,Chester,PA,19380,Moderna Vaccine,10/26/2021,140,POINT (-75.60478 39.96068)
Healthdirect Inst. Pharmacy #134,1015 N. Vine St,Berwick,Columbia,PA,18603,Pfizer Vaccine,10/26/2021,1170,POINT (-76.241973 41.058834)
Cvs Store #06042,3210 Carlisle Rd,Dover,York,PA,17315,Moderna Vaccine,10/26/2021,140,POINT (-76.825147 39.984294)
Rite Aid 10986,115 Perry Hwy Ste 146,Harmony,Butler,PA,16037,Moderna Vaccine,10/26/2021,280,POINT (-80.137426 40.802972)
Smart Choice Pharmacy,1941 Street Road,Bensalem,Bucks,PA,19020,Janssen Vaccine,10/26/2021,100,POINT (-74.945723 40.096975)
Walmart Pharmacy #4276,1325 Main,Taylor,Lackawanna,PA,18517,Moderna Vaccine,10/26/2021,140,
Giant Eagle Inc.,318 Cedar Ave.,Pittsburgh,Allegheny,PA,15212,Moderna Vaccine,10/26/2021,280,POINT (-80.00097 40.451004)
Weis Markets Inc,365 S Cedar Crest Blvd,Allentown,Lehigh,PA,18103,Moderna Vaccine,10/26/2021,140,POINT (-75.522336 40.582536)
Rite Aid 00501,201 North Washington Avenue,Scranton,Lackawanna,PA,18503,Moderna Vaccine,10/26/2021,280,POINT (-75.663567 41.40807)
Rite Aid 02482,300 Market Street,Elizabeth,Allegheny,PA,15037,Pfizer Vaccine,10/26/2021,1170,POINT (-79.886074 40.27239)
Rite Aid 04684,825a East Chestnut Street,Lancaster,Lancaster,PA,17602,Moderna Vaccine,10/26/2021,280,POINT (-76.2889 40.04295)
Rite Aid 00213,2715 Parade Street,Erie,Erie,PA,16504,Janssen Vaccine,10/26/2021,100,POINT (-80.064121 42.113827)
Quikstop Pharmacy,3506 Lincoln Hwy,Thorndale,Chester,PA,19372,Moderna Vaccine,10/26/2021,280,POINT (-75.752443 39.99494)
Sav-on Pharmacy,101 Byers Dr,Glen Mills,Delaware,PA,19342,Moderna Vaccine,10/26/2021,140,POINT (-75.52784 39.883758)
Rite Aid 11151,1395 East Boot Road,West Chester,Chester,PA,19380,Moderna Vaccine,10/26/2021,280,POINT (-75.567639 39.997706)
Wegmans Food Markets Inc.,6416 Carlisle Pike Suite 2000,Mechanicsburg,Cumberland,PA,17050,Janssen Vaccine,10/26/2021,100,POINT (-77.007475 40.246692)
Rite Aid 04286,5201 Spring Road Suite 6,Shermans Dale,Perry,PA,17090,Moderna Vaccine,10/26/2021,140,POINT (-77.16542 40.319769)
Rite Aid 11158,160 North Gulph Road Ste1088,King Of Prussia,Montgomery,PA,19406,Moderna Vaccine,10/26/2021,140,POINT (-75.391771 40.085626)
Cvs Store #02496,890 Welsh Road,Maple Glen,Montgomery,PA,19002,Moderna Vaccine,10/26/2021,280,
Rite Aid 01894,2901 Carlisle Road,Dover,York,PA,17315,Moderna Vaccine,10/26/2021,280,POINT (-76.814625 39.981991)
Weis Markets Inc,1321 Blue Valley Drive,Pen Argyl,Northampton,PA,18072,Janssen Vaccine,10/26/2021,100,POINT (-75.236443 40.87292)
Walgreens Store #09950,2055 Old Washington Pike,Carnegie,Allegheny,PA,15106,Moderna Vaccine,10/26/2021,140,POINT (-80.09033 40.388045)
Rite Aid 04004,2108 Macarthur Road,Whitehall,Lehigh,PA,18052,Janssen Vaccine,10/26/2021,100,POINT (-75.487475 40.63534)
Smart Choice Pharmacy,1941 Street Road,Bensalem,Bucks,PA,19020,Moderna Vaccine,10/26/2021,140,POINT (-74.945723 40.096975)
Walgreens Store #07740,52 Chester Pike,Darby,Delaware,PA,19023,Moderna Vaccine,10/26/2021,140,POINT (-75.26461 39.916767)
Rite Aid 03508,1340 Main Street,Burgettstown,Washington,PA,15021,Moderna Vaccine,10/26/2021,280,POINT (-80.391738 40.378695)
Giant Eagle Inc.,700 Moraine Point Plaza,Butler,Butler,PA,16001,Moderna Vaccine,10/26/2021,420,POINT (-79.950786 40.875011)
Cvs Store #01947,"16 East Afton Ave., Cramer Center",Yardley,Bucks,PA,19067,Moderna Vaccine,10/26/2021,140,
Giant Eagle Inc.,41 Towne Center Drive,Leechburg,Westmoreland,PA,15656,Moderna Vaccine,10/26/2021,420,POINT (-79.611167 40.608325)
Rite Aid 01581,524 North 6th Street,Reading,Berks,PA,19601,Moderna Vaccine,10/26/2021,280,POINT (-75.92567 40.343919)
Rite Aid 01929,118 Eagleview Boulevard,Exton,Chester,PA,19341,Pfizer Vaccine,10/26/2021,1170,POINT (-75.662532 40.050606)
Rite Aid 07781,20480 Route 19,Cranberry Twp,Butler,PA,16066,Moderna Vaccine,10/26/2021,280,POINT (-80.104444 40.698746)
Weis Markets Inc,3825 Sullivan Trail,Easton,Northampton,PA,18040,Moderna Vaccine,10/26/2021,140,POINT (-75.241801 40.744495)
Rite Aid 04840,1000 North Church Street,Hazleton,Luzerne,PA,18201,Moderna Vaccine,10/26/2021,280,POINT (-75.978044 40.973194)
Rite Aid 10998,165 Butler Road,Kittanning,Armstrong,PA,16201,Pfizer Vaccine,10/26/2021,1170,POINT (-79.526273 40.805759)
Rite Aid 04990,2 Kirby Avenue,Mountain Top,Luzerne,PA,18707,Moderna Vaccine,10/26/2021,280,POINT (-75.885829 41.16216)
Rite Aid 11091,5707 Easton Road,Pipersville,Bucks,PA,18947,Pfizer Vaccine,10/26/2021,1170,POINT (-75.145897 40.38058)
Rite Aid 02545,1001 Jefferson Avenue,Washington,Washington,PA,15301,Moderna Vaccine,10/26/2021,140,POINT (-80.264616 40.182611)
Rite Aid 11029,3205 Cape Horn Road,Red Lion,York,PA,17356,Moderna Vaccine,10/26/2021,280,POINT (-76.628849 39.915473)
Rite Aid 11027,1430 Baltimore Street,Hanover,York,PA,17331,Moderna Vaccine,10/26/2021,280,POINT (-76.960417 39.77211)
Rite Aid 00873,500 N Claude A Lord Blvd,Pottsville,Schuylkill,PA,17901,Moderna Vaccine,10/26/2021,280,POINT (-76.188135 40.697197)
Burrell Healthmart Pharmacy,2889 Leechburg Road,Lower Burrell,Westmoreland,PA,15068,Moderna Vaccine,10/26/2021,140,POINT (-79.72484 40.589512)
Rite Aid 11019,818 Us Route 15 North,Dillsburg,York,PA,17019,Moderna Vaccine,10/26/2021,280,POINT (-77.021096 40.129688)
Walgreens Store #09736,4885 Mcknight Rd,Pittsburgh,Allegheny,PA,15237,Moderna Vaccine,10/26/2021,140,POINT (-80.009605 40.530185)
Rite Aid 06712,"100 Forbes Avenue, Ste 100",Pittsburgh,Allegheny,PA,15222,Moderna Vaccine,10/26/2021,280,POINT (-80.003733 40.441084)
Rite Aid 01426,1650 Main Street,Olyphant,Lackawanna,PA,18447,Moderna Vaccine,10/26/2021,280,POINT (-75.607844 41.471113)
Walmart Pharmacy #5881,400 S State Rd,Springfield,Delaware,PA,19064,Moderna Vaccine,10/26/2021,140,POINT (-75.354118 39.937433)
Rite Aid 10892,417 Chartiers Street,Bridgeville,Allegheny,PA,15017,Pfizer Vaccine,10/26/2021,1170,POINT (-80.113495 40.355183)
Rite Aid 12999,301 Eisenhower Drive,Hanover,York,PA,17331,Moderna Vaccine,10/26/2021,280,POINT (-76.98797 39.825231)
Rite Aid 07878,1050 Northern Blvd,Clarks Summit,Lackawanna,PA,18411,Moderna Vaccine,10/26/2021,280,POINT (-75.693165 41.484878)
Giant Eagle Inc.,9125 Ridge Rd,Girard,Erie,PA,16417,Janssen Vaccine,10/26/2021,100,POINT (-80.302635 42.009557)
Rite Aid 10924,5633 Baum Boulevard,Pittsburgh,Allegheny,PA,15206,Moderna Vaccine,10/26/2021,140,POINT (-79.93392 40.458311)
Rite Aid 11047,7719 Main Street,Fogelsville,Lehigh,PA,18051,Moderna Vaccine,10/26/2021,280,POINT (-75.627987 40.584216)
Standard Drug Store,322 South Hancock Street,Mcadoo,Schuylkill,PA,18237,Moderna Vaccine,10/26/2021,140,POINT (-75.995685 40.898663)
Rite Aid 04682,100 William Marks Drive,Munhall,Allegheny,PA,15120,Moderna Vaccine,10/26/2021,140,POINT (-79.903398 40.409881)
Rite Aid 01983,102 Easton Road,Nazareth,Northampton,PA,18064,Moderna Vaccine,10/26/2021,280,POINT (-75.313537 40.732505)
Walgreens Store #02014,8500 New Falls Rd,Levittown,Bucks,PA,19054,Moderna Vaccine,10/26/2021,140,POINT (-74.841252 40.165888)
Rite Aid 10915,109 Allegheny River Blvd.,Oakmont,Allegheny,PA,15139,Moderna Vaccine,10/26/2021,140,POINT (-79.843382 40.512371)
Sav-on Pharmacy,323 Old York Rd,Jenkintown,Montgomery,PA,19046,Janssen Vaccine,10/26/2021,100,POINT (-75.126544 40.089983)
Rite Aid 00216,6 Bochicchio Boulevard,Moscow,Lackawanna,PA,18444,Janssen Vaccine,10/26/2021,100,POINT (-75.513334 41.307777)
Rite Aid 00208,15 South Main Street,Shenandoah,Schuylkill,PA,17976,Moderna Vaccine,10/26/2021,140,POINT (-76.201201 40.820351)
Rite Aid 00210,621 Clay Avenue,Jeannette,Westmoreland,PA,15644,Moderna Vaccine,10/26/2021,280,POINT (-79.619827 40.328363)
Rite Aid 10953,1130 Perry Highway Ste 35,Pittsburgh,Allegheny,PA,15237,Moderna Vaccine,10/26/2021,280,POINT (-80.037023 40.548575)
Rite Aid 07894,4999 Jonestown Rd,Harrisburg,Dauphin,PA,17109,Moderna Vaccine,10/26/2021,280,POINT (-76.805603 40.306378)
Cvs Store #01305,3519 Nazareth Rd,Easton,Northampton,PA,18045,Moderna Vaccine,10/26/2021,140,POINT (-75.277935 40.708176)
Walgreens Store #10345,7628 Penn Ave,Pittsburgh,Allegheny,PA,15221,Moderna Vaccine,10/26/2021,280,POINT (-79.894857 40.447032)
Giant Eagle Inc.,4810 Old William Penn Highway,Export,Westmoreland,PA,15632,Moderna Vaccine,10/26/2021,140,POINT (-79.662289 40.423604)
Walmart Pharmacy #1823,495 Eisenhower Dr,Hanover,York,PA,17331,Moderna Vaccine,10/26/2021,140,POINT (-76.978492 39.825157)
Rite Aid 10920,535 Lincoln Avenue,Pittsburgh,Allegheny,PA,15202,Janssen Vaccine,10/26/2021,100,POINT (-80.056768 40.496172)
Rite Aid 00210,621 Clay Avenue,Jeannette,Westmoreland,PA,15644,Janssen Vaccine,10/26/2021,100,POINT (-79.619827 40.328363)
Rite Aid 00230,200 North Antrim Way,Greencastle,Franklin,PA,17225,Janssen Vaccine,10/26/2021,100,POINT (-77.72873 39.794423)
Rite Aid 10954,1125 Freeport Road,Pittsburgh,Allegheny,PA,15238,Moderna Vaccine,10/26/2021,280,POINT (-79.882101 40.487654)
Rite Aid 11104,1650 Limekiln Pike,Dresher,Montgomery,PA,19025,Moderna Vaccine,10/26/2021,280,POINT (-75.168404 40.144584)
Sav-on Pharmacy,1067 W. Baltimore Pike,Media,Delaware,PA,19063,Moderna Vaccine,10/26/2021,140,POINT (-75.42909 39.914537)
Rite Aid 10970,3550 Route 130,Irwin,Westmoreland,PA,15642,Moderna Vaccine,10/26/2021,280,POINT (-79.677507 40.367631)
Kinsleys Shoprite Phy 422,107 Kinsley Dr,Brodheadsville,Monroe,PA,18322,Moderna Vaccine,10/26/2021,140,POINT (-75.422091 40.920286)
Rite Aid 10998,165 Butler Road,Kittanning,Armstrong,PA,16201,Janssen Vaccine,10/26/2021,100,POINT (-79.526273 40.805759)
Rite Aid 01925,210 9th Street,Glassport,Allegheny,PA,15045,Moderna Vaccine,10/26/2021,280,POINT (-79.892061 40.321055)
Cvs Store #01624,5001 Jonestown Road,Harrisburg,Dauphin,PA,17112,Moderna Vaccine,10/26/2021,140,POINT (-76.805117 40.306954)
Rite Aid 07853,901 S Saint Marys Street,Saint Marys,Elk,PA,15857,Moderna Vaccine,10/26/2021,280,POINT (-78.560618 41.408245)
Cvs Store #02729,351 Kennedy Blvd,Pittston,Luzerne,PA,18640,Moderna Vaccine,10/26/2021,140,POINT (-75.793089 41.321175)
Rite Aid 01668,700 Sharon New Castle Rd.,Farrell,Mercer,PA,16121,Janssen Vaccine,10/26/2021,100,POINT (-80.480292 41.212715)
Giant Eagle Inc.,20111 Rt 19,Cranberry Twp,Butler,PA,16066,Janssen Vaccine,10/26/2021,100,POINT (-80.101038 40.683393)
Rite Aid 01976,207 Route 6 West,Coudersport,Potter,PA,16915,Moderna Vaccine,10/26/2021,280,POINT (-78.029963 41.7671)
Rite Aid 01448,412 Broadway Street,Coraopolis,Allegheny,PA,15108,Moderna Vaccine,10/26/2021,280,POINT (-80.161093 40.516553)
Giant Eagle Inc.,289 State Route 288,Ellwood City,Lawrence,PA,16117,Moderna Vaccine,10/26/2021,280,POINT (-80.258265 40.846381)
Rite Aid 10982,1520 N Main Street Ext,Butler,Butler,PA,16001,Janssen Vaccine,10/26/2021,100,POINT (-79.907944 40.896833)
Walgreens Store #11074,2235 Baltimore Pike,Oxford,Chester,PA,19363,Moderna Vaccine,10/26/2021,140,POINT (-75.987345 39.769746)
Rite Aid 03449,335 Main Street,Greenville,Mercer,PA,16125,Moderna Vaccine,10/26/2021,280,POINT (-80.379514 41.408146)
Rite Aid 01698,221 Grove City Road,Slippery Rock,Butler,PA,16057,Janssen Vaccine,10/26/2021,100,POINT (-80.051805 41.07073)
Walgreens Store #09586,1210 Wilmington Ave,New Castle,Lawrence,PA,16105,Janssen Vaccine,10/26/2021,100,POINT (-80.351065 41.013367)
Darlings Sugar Grove Health,17 Forest Street,Sugar Grove,Warren,PA,16350,Moderna Vaccine,10/26/2021,140,POINT (-79.341241 41.982825)
Rite Aid 10975,201 West Mahoning Street,Punxsutawney,Jefferson,PA,15767,Moderna Vaccine,10/26/2021,280,POINT (-78.972842 40.943165)
Walgreens Store #03764,690 2nd Street Pike,Southampton,Bucks,PA,18966,Moderna Vaccine,10/26/2021,140,POINT (-75.043945 40.174033)
Walgreens Store #11560,949 Lincoln Way E,Chambersburg,Franklin,PA,17201,Janssen Vaccine,10/26/2021,100,POINT (-77.6438 39.931589)
Diamond Drugs Inc,645 Kolter Drive,Indiana,Indiana,PA,15701,Pfizer Vaccine,10/26/2021,450,POINT (-79.17264 40.608775)
Rite Aid 03389,2674 Egypt Road,Audubon,Montgomery,PA,19403,Moderna Vaccine,10/26/2021,280,POINT (-75.408275 40.130294)
Rite Aid 01548,610 Broad Street,New Bethlehem,Clarion,PA,16242,Janssen Vaccine,10/26/2021,100,POINT (-79.326354 41.002323)
Rite Aid 01144,500 Chesterbrook Blvd Ste 2,Chesterbrook,Chester,PA,19087,Moderna Vaccine,10/26/2021,280,POINT (-75.456806 40.074471)
Rite Aid 01021,401-403 South Main Street,Old Forge,Lackawanna,PA,18518,Moderna Vaccine,10/26/2021,280,POINT (-75.737012 41.368999)
Rite Aid 11148,120 South Mill Road,Kennett Square,Chester,PA,19348,Moderna Vaccine,10/26/2021,280,POINT (-75.720296 39.844996)
Rite Aid 11172,4630 Perkiomen Avenue,Reading,Berks,PA,19606,Moderna Vaccine,10/26/2021,280,POINT (-75.860154 40.305939)
Weis Markets Inc,2850 Carlisle Road,Dover,York,PA,17315,Janssen Vaccine,10/26/2021,100,POINT (-76.814207 39.98191)
Cvs Store #06916,560 Old York Road,New Cumberland,Cumberland,PA,17070,Moderna Vaccine,10/26/2021,140,POINT (-76.832458 40.176946)
Rite Aid 00269,230 Hays Avenue,Pittsburgh,Allegheny,PA,15210,Moderna Vaccine,10/26/2021,140,POINT (-79.98788 40.414393)
Rite Aid 11110,96 North Flowers Mill Road,Langhorne,Bucks,PA,19047,Pfizer Vaccine,10/26/2021,1170,POINT (-74.907517 40.180029)
Weis Markets Inc,2525 Memorial Highway,Dallas,Luzerne,PA,18612,Moderna Vaccine,10/26/2021,140,POINT (-75.959383 41.334309)
Rite Aid 10969,10 Clay Pike,North Huntingdon,Westmoreland,PA,15642,Moderna Vaccine,10/26/2021,280,POINT (-79.739956 40.330957)
Giant Eagle Inc.,1671 Butler Plank Road,Glenshaw,Allegheny,PA,15116,Moderna Vaccine,10/26/2021,280,POINT (-79.963497 40.537468)
Giant Eagle Inc.,9901 Mountain View Dr,West Mifflin,Allegheny,PA,15122,Janssen Vaccine,10/26/2021,100,POINT (-79.954088 40.340206)
Sams Pharmacy #6581,921 Viewmont Dr,Scranton,Lackawanna,PA,18519,Moderna Vaccine,10/26/2021,140,POINT (-75.646266 41.454786)
Rite Aid 02591,670 Philadelphia Avenue,Reading,Berks,PA,19607,Janssen Vaccine,10/26/2021,100,POINT (-75.948321 40.298114)
Rite Aid 01495,101 East Shirley Street,Mt Union,Huntingdon,PA,17066,Moderna Vaccine,10/26/2021,280,POINT (-77.879633 40.382688)
Giant Eagle Inc.,6204 State Route 30,Greensburg,Westmoreland,PA,15601,Moderna Vaccine,10/26/2021,280,POINT (-79.592831 40.305646)
Walmart Pharmacy #1887,1015 N Loyalsock Ave,Montoursville,Lycoming,PA,17754,Moderna Vaccine,10/26/2021,140,POINT (-76.91589 41.26085)
